x	y	intensity	time_series
43	-50	248	1
44	-50	248	2
45	-50	248	3
46	-50	247	4
47	-50	247	5
48	-49	249	6
49	-49	250	7
50	-49	250	8
51	-50	250	9
52	-50	251	10
53	-50	252	11
