x	y	intensity	time_series
64	-39	244	1
64	-38	243	2
64	-37	235	3
64	-36	230	4
63	-35	229	5
63	-34	229	6
63	-33	229	7
63	-32	229	8
63	-31	229	9
63	-30	229	10
62	-29	229	11
62	-28	232	12
61	-27	243	13
60	-26	249	14
59	-25	251	15
59	-24	248	16
59	-23	245	17
58	-22	242	18
58	-21	244	19
58	-20	246	20
57	-19	247	21
57	-18	245	22
57	-17	244	23
56	-16	246	24
56	-15	247	25
55	-14	246	26
55	-13	245	27
54	-12	246	28
